"","ROI95lo","ROIavg","ROI95hi","fractaken","badProb","interest"
"712"," 0.06491065"," 0.0663697","0.067829","2.5390e-01","0.110","0.115"
"713"," 0.06465596"," 0.0660561","0.067456","2.7028e-01","0.110","0.110"
"715","-0.01133265"," 0.0994427","0.210218","9.8225e-05","0.115","0.255"
"716","-0.00289220"," 0.1049197","0.212732","1.0186e-04","0.115","0.250"
"717"," 0.05016422"," 0.0877164","0.125269","7.4942e-04","0.115","0.245"
"718"," 0.04625746"," 0.0772095","0.108162","1.0914e-03","0.115","0.240"
"719"," 0.04780827"," 0.0747469","0.101685","1.4916e-03","0.115","0.235"
"720"," 0.07165510"," 0.0909086","0.110162","2.6484e-03","0.115","0.230"
"721"," 0.07131484"," 0.0890944","0.106874","3.1468e-03","0.115","0.225"
"722"," 0.05336267"," 0.0685238","0.083685","4.7111e-03","0.115","0.220"
"723"," 0.04614405"," 0.0597341","0.073324","5.9481e-03","0.115","0.215"
"724"," 0.05719631"," 0.0682628","0.079329","8.3127e-03","0.115","0.210"
"725"," 0.06039371"," 0.0703421","0.080290","1.0164e-02","0.115","0.205"
"726"," 0.06329893"," 0.0720290","0.080759","1.2787e-02","0.115","0.200"
"727"," 0.06345965"," 0.0707797","0.078100","1.7393e-02","0.115","0.195"
"728"," 0.06445120"," 0.0707905","0.077130","2.2559e-02","0.115","0.190"
"729"," 0.06367724"," 0.0691381","0.074599","2.9587e-02","0.115","0.185"
"730"," 0.06328805"," 0.0680412","0.072794","3.7831e-02","0.115","0.180"
"731"," 0.06338921"," 0.0675053","0.071621","4.8585e-02","0.115","0.175"
"732"," 0.06417206"," 0.0680119","0.071852","5.4795e-02","0.115","0.170"
"733"," 0.06372523"," 0.0673381","0.070951","6.0943e-02","0.115","0.165"
"734"," 0.06410993"," 0.0673957","0.070682","7.1293e-02","0.115","0.160"
"735"," 0.06357887"," 0.0665136","0.069448","8.6158e-02","0.115","0.155"
"736"," 0.06429501"," 0.0669655","0.069636","1.0023e-01","0.115","0.150"
"737"," 0.06375838"," 0.0662678","0.068777","1.1121e-01","0.115","0.145"
"738"," 0.06523794"," 0.0674053","0.069573","1.3925e-01","0.115","0.140"
"739"," 0.06524916"," 0.0672203","0.069191","1.6168e-01","0.115","0.135"
"740"," 0.06482956"," 0.0666409","0.068452","1.8536e-01","0.115","0.130"
"741"," 0.06471542"," 0.0664142","0.068113","2.0481e-01","0.115","0.125"
"742"," 0.06446152"," 0.0660044","0.067547","2.3723e-01","0.115","0.120"
"743"," 0.06456391"," 0.0659996","0.067435","2.6345e-01","0.115","0.115"
"744"," 0.06434566"," 0.0657235","0.067101","2.8035e-01","0.115","0.110"
"746","-0.03197136"," 0.0783682","0.188708","1.1278e-04","0.120","0.255"
"747","-0.02382941"," 0.0838192","0.191468","1.1641e-04","0.120","0.250"
"748"," 0.04701456"," 0.0835836","0.120153","8.1854e-04","0.120","0.245"
"749"," 0.04519627"," 0.0753242","0.105452","1.1787e-03","0.120","0.240"
"750"," 0.04881191"," 0.0748089","0.100806","1.6080e-03","0.120","0.235"
"751"," 0.07148260"," 0.0902306","0.108979","2.8340e-03","0.120","0.230"
"752"," 0.07190845"," 0.0892291","0.106550","3.3469e-03","0.120","0.225"
"753"," 0.05593057"," 0.0706121","0.085294","4.9949e-03","0.120","0.220"
"754"," 0.04873553"," 0.0618797","0.075024","6.2973e-03","0.120","0.215"
"755"," 0.05793118"," 0.0686566","0.079382","8.8075e-03","0.120","0.210"
"756"," 0.06073205"," 0.0703943","0.080057","1.0776e-02","0.120","0.205"
"757"," 0.06442058"," 0.0728788","0.081337","1.3570e-02","0.120","0.200"
"758"," 0.06457841"," 0.0716662","0.078754","1.8452e-02","0.120","0.195"
"759"," 0.06506885"," 0.0712112","0.077354","2.3960e-02","0.120","0.190"
"760"," 0.06433054"," 0.0696245","0.074918","3.1388e-02","0.120","0.185"
"761"," 0.06366344"," 0.0682802","0.072897","4.0065e-02","0.120","0.180"
"762"," 0.06329087"," 0.0672930","0.071295","5.1386e-02","0.120","0.175"
"763"," 0.06419892"," 0.0679353","0.071672","5.7847e-02","0.120","0.170"
"764"," 0.06384288"," 0.0673572","0.070872","6.4341e-02","0.120","0.165"
"765"," 0.06437051"," 0.0675643","0.070758","7.5335e-02","0.120","0.160"
"766"," 0.06389371"," 0.0667436","0.069594","9.1102e-02","0.120","0.155"
"767"," 0.06430758"," 0.0669064","0.069505","1.0586e-01","0.120","0.150"
"768"," 0.06376599"," 0.0662083","0.068651","1.1748e-01","0.120","0.145"
"769"," 0.06524940"," 0.0673600","0.069471","1.4697e-01","0.120","0.140"
"770"," 0.06522111"," 0.0671426","0.069064","1.7041e-01","0.120","0.135"
"771"," 0.06484100"," 0.0666074","0.068374","1.9514e-01","0.120","0.130"
"772"," 0.06468674"," 0.0663442","0.068002","2.1552e-01","0.120","0.125"
"773"," 0.06445133"," 0.0659579","0.067465","2.4933e-01","0.120","0.120"
"774"," 0.06452532"," 0.0659278","0.067330","2.7679e-01","0.120","0.115"
"775"," 0.06430349"," 0.0656497","0.066996","2.9441e-01","0.120","0.110"
