"","ROI95lo","ROIavg","ROI95hi","fractaken","badProb","interest"
"253","0.063707","0.066129","0.068551","0.07338044","0.065","0.135"
"254","0.063117","0.065298","0.067480","0.08799601","0.065","0.130"
"255","0.063596","0.065597","0.067598","0.10127245","0.065","0.125"
"256","0.063743","0.065527","0.067310","0.12200096","0.065","0.120"
"257","0.064674","0.066306","0.067937","0.13910430","0.065","0.115"
"258","0.064704","0.066265","0.067825","0.14895447","0.065","0.110"
"259","0.064525","0.065968","0.067412","0.16738292","0.065","0.105"
"260","0.064218","0.065592","0.066966","0.17986093","0.065","0.100"
"261","0.064119","0.065431","0.066743","0.19193552","0.065","0.095"
"262","0.064057","0.065329","0.066602","0.19964252","0.065","0.090"
"263","0.063623","0.064826","0.066028","0.21524984","0.065","0.085"
"264","0.063210","0.064379","0.065547","0.22372446","0.065","0.080"
"265","0.061823","0.062881","0.063938","0.25495030","0.065","0.075"
"266","0.061634","0.062664","0.063695","0.26287583","0.065","0.070"
"267","0.060699","0.065568","0.070437","0.02168103","0.070","0.160"
"268","0.059074","0.063049","0.067024","0.03184217","0.070","0.155"
"269","0.062306","0.065810","0.069315","0.03929984","0.070","0.150"
"270","0.061342","0.064511","0.067680","0.04734023","0.070","0.145"
"271","0.062465","0.065092","0.067718","0.06532324","0.070","0.140"
"272","0.062836","0.065157","0.067479","0.08052994","0.070","0.135"
"273","0.062145","0.064238","0.066331","0.09649865","0.070","0.130"
"274","0.062786","0.064706","0.066626","0.11105539","0.070","0.125"
"275","0.063036","0.064746","0.066457","0.13367493","0.070","0.120"
"276","0.064085","0.065651","0.067216","0.15216502","0.070","0.115"
"277","0.064015","0.065514","0.067014","0.16282764","0.070","0.110"
"278","0.063828","0.065216","0.066604","0.18273530","0.070","0.105"
"279","0.063493","0.064814","0.066135","0.19634232","0.070","0.100"
"280","0.063474","0.064735","0.065996","0.20937223","0.070","0.095"
"281","0.063408","0.064632","0.065857","0.21767316","0.070","0.090"
"282","0.062973","0.064131","0.065289","0.23451595","0.070","0.085"
"283","0.062584","0.063710","0.064835","0.24363493","0.070","0.080"
"284","0.061271","0.062291","0.063311","0.27709358","0.070","0.075"
"285","0.061063","0.062058","0.063053","0.28550657","0.070","0.070"
"286","0.059960","0.064700","0.069441","0.02303977","0.075","0.160"
"287","0.058833","0.062695","0.066558","0.03388729","0.075","0.155"
"288","0.061786","0.065196","0.068606","0.04180441","0.075","0.150"
"289","0.060920","0.064005","0.067089","0.05028744","0.075","0.145"
"290","0.062347","0.064901","0.067455","0.06930421","0.075","0.140"
"291","0.062821","0.065076","0.067331","0.08545783","0.075","0.135"
"292","0.062274","0.064307","0.066340","0.10229221","0.075","0.130"
"293","0.062929","0.064794","0.066659","0.11759976","0.075","0.125"
"294","0.063293","0.064955","0.066618","0.14137633","0.075","0.120"
"295","0.064355","0.065876","0.067397","0.16093661","0.075","0.115"
"296","0.064275","0.065732","0.067189","0.17217914","0.075","0.110"
"297","0.064039","0.065388","0.066737","0.19316259","0.075","0.105"
"298","0.063606","0.064892","0.066178","0.20740556","0.075","0.100"
"299","0.063602","0.064830","0.066058","0.22100418","0.075","0.095"
"300","0.063556","0.064749","0.065941","0.22970012","0.075","0.090"
"301","0.063110","0.064238","0.065366","0.24729372","0.075","0.085"
"302","0.062699","0.063796","0.064892","0.25685534","0.075","0.080"
"303","0.061362","0.062356","0.063351","0.29175678","0.075","0.075"
"304","0.061174","0.062144","0.063115","0.30050876","0.075","0.070"
"305","0.061132","0.065667","0.070201","0.02497563","0.080","0.160"
"306","0.060324","0.064016","0.067708","0.03670002","0.080","0.155"
"307","0.062580","0.065846","0.069111","0.04528391","0.080","0.150"
"308","0.061418","0.064374","0.067330","0.05450094","0.080","0.145"
"309","0.062977","0.065425","0.067873","0.07505855","0.080","0.140"
"310","0.063346","0.065509","0.067672","0.09251207","0.080","0.135"
"311","0.062790","0.064744","0.066697","0.11048108","0.080","0.130"
"312","0.063477","0.065268","0.067059","0.12695407","0.080","0.125"
"313","0.063856","0.065454","0.067051","0.15238354","0.080","0.120"
"314","0.064764","0.066227","0.067689","0.17347345","0.080","0.115"
"315","0.064731","0.066132","0.067533","0.18548920","0.080","0.110"
"316","0.064518","0.065815","0.067113","0.20800509","0.080","0.105"
"317","0.064069","0.065306","0.066542","0.22324820","0.080","0.100"
"318","0.063964","0.065146","0.066329","0.23774892","0.080","0.095"
"319","0.063888","0.065037","0.066185","0.24701357","0.080","0.090"
"320","0.063445","0.064532","0.065619","0.26575299","0.080","0.085"
"321","0.062974","0.064031","0.065088","0.27593375","0.080","0.080"
"322","0.061619","0.062579","0.063539","0.31293914","0.080","0.075"
"323","0.061418","0.062356","0.063293","0.32219259","0.080","0.070"
